month,user_id,plan_id,seats,is_active,is_paying,mrr,new_paid,expansion_mrr,contraction_mrr,churn_mrr,churned_this_month,activation_within_7d,usage_events,deploys,projects_created
2025-11-01,382,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,0
2025-12-01,382,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-01-01,383,3,6,1,1,96.0,0,0.0,0.0,0.0,0,0,50,3,5
2025-02-01,383,3,6,1,1,96.0,0,0.0,0.0,0.0,0,0,51,1,4
2025-03-01,383,3,6,1,1,96.0,0,0.0,0.0,0.0,0,0,52,3,2
2025-04-01,383,3,6,1,1,96.0,0,0.0,0.0,0.0,0,0,50,2,3
2025-05-01,383,3,6,1,1,96.0,0,0.0,0.0,0.0,0,0,49,2,3
2025-06-01,383,3,7,1,1,108.0,0,12.0,0.0,0.0,0,0,48,4,4
2025-07-01,383,3,7,1,1,108.0,0,0.0,0.0,0.0,0,0,51,5,2
2025-08-01,383,3,7,1,1,108.0,0,0.0,0.0,0.0,0,0,35,0,3
2025-09-01,383,3,10,1,1,144.0,0,36.0,0.0,0.0,0,0,37,3,2
2025-10-01,383,3,10,1,1,144.0,0,0.0,0.0,0.0,0,0,44,5,5
2025-11-01,383,3,10,1,1,144.0,0,0.0,0.0,0.0,0,0,38,2,1
2025-12-01,383,3,10,1,1,144.0,0,0.0,0.0,0.0,0,0,33,1,3
2025-01-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,14,1,2
2025-02-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-03-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,1,0
2025-04-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,4,1,0
2025-05-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-06-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,1
2025-07-01,384,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,1,0
2025-08-01,384,2,1,1,1,20.0,1,20.0,0.0,0.0,0,0,7,0,0
2025-09-01,384,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,12,0,0
2025-10-01,384,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,16,1,2
2025-11-01,384,2,1,0,1,0.0,0,0.0,0.0,20.0,1,0,15,1,1
2025-12-01,384,2,1,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,20,1,0
2025-02-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,18,1,1
2025-03-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,25,0,2
2025-04-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,20,1,2
2025-05-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,27,2,1
2025-06-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,22,2,0
2025-07-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,22,1,1
2025-08-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,13,2,0
2025-09-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,13,0,0
2025-10-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,10,0,1
2025-11-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,13,0,1
2025-12-01,385,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,14,0,1
2025-01-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,6,1,0
2025-02-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-03-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-04-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-05-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-06-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,386,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,11,0,0
2025-02-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,9,1,1
2025-03-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,0
2025-04-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-05-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-06-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,10,0,1
2025-07-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,0
2025-08-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-09-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,3,0,0
2025-10-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,1
2025-11-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,0
2025-12-01,387,1,3,1,0,0.0,0,0.0,0.0,0.0,0,0,11,0,0
2025-01-01,388,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,0
2025-02-01,388,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-03-01,388,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-04-01,388,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-05-01,388,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-06-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,6,0,0
2025-07-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,388,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,389,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,0
2025-02-01,389,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,11,0,0
2025-03-01,389,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,3,0,0
2025-04-01,389,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,13,0,0
2025-05-01,389,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,0,0
2025-06-01,389,2,1,1,1,20.0,1,20.0,0.0,0.0,0,0,6,1,0
2025-07-01,389,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,17,2,2
2025-08-01,389,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,20,2,3
2025-09-01,389,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,21,1,0
2025-10-01,389,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,17,1,2
2025-11-01,389,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,16,0,3
2025-12-01,389,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,13,1,1
2025-01-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,19,0,0
2025-02-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,23,2,0
2025-03-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,23,2,0
2025-04-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,20,1,0
2025-05-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,13,1,1
2025-06-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,15,2,2
2025-07-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,17,0,1
2025-08-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,16,1,0
2025-09-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,13,0,1
2025-10-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,14,1,1
2025-11-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,9,0,0
2025-12-01,390,2,1,1,1,20.0,0,0.0,0.0,0.0,0,0,17,0,2
2025-01-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,69,4,5
2025-02-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,62,2,1
2025-03-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,63,4,3
2025-04-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,55,3,4
2025-05-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,50,3,3
2025-06-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,54,5,5
2025-07-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,57,4,6
2025-08-01,391,3,4,1,1,72.0,0,0.0,0.0,0.0,0,1,48,7,3
2025-09-01,391,3,4,0,1,0.0,0,0.0,0.0,72.0,1,1,52,2,3
2025-10-01,391,3,4,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
2025-11-01,391,3,4,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
2025-12-01,391,3,4,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
2025-01-01,392,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,10,1,0
2025-02-01,392,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,11,1,0
2025-03-01,392,2,1,1,1,20.0,1,20.0,0.0,0.0,0,1,13,0,1
2025-04-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,29,1,0
2025-05-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,25,1,5
2025-06-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,22,2,0
2025-07-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,25,2,1
2025-08-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,21,0,1
2025-09-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,24,0,1
2025-10-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,23,0,1
2025-11-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,20,1,1
2025-12-01,392,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,12,1,0
2025-01-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,1,0
2025-02-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,13,1,1
2025-03-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-04-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-05-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,11,1,1
2025-06-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,11,0,0
2025-07-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,1,0
2025-08-01,393,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,1
2025-09-01,393,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,5,1,1
2025-10-01,393,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,393,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,393,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,10,1,0
2025-02-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,10,1,0
2025-03-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-04-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,0
2025-05-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-06-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-07-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,1,0
2025-08-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,1,1
2025-09-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,0
2025-10-01,394,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-11-01,394,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,5,1,1
2025-12-01,394,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,10,0,1
2025-02-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-03-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-04-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-05-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-06-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,395,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,396,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,1,0
2025-02-01,396,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-03-01,396,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,10,0,0
2025-04-01,396,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,1
2025-05-01,396,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,0,1
2025-06-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,8,1,1
2025-07-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,396,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,9,1,2
2025-02-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,6,0,0
2025-03-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,10,0,1
2025-04-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,13,1,1
2025-05-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,6,0,0
2025-06-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,12,1,1
2025-07-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,7,0,0
2025-08-01,397,1,1,1,0,0.0,0,0.0,0.0,0.0,0,1,11,0,0
2025-09-01,397,2,1,1,1,20.0,1,20.0,0.0,0.0,0,1,5,0,0
2025-10-01,397,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,17,1,2
2025-11-01,397,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,27,1,3
2025-12-01,397,2,1,1,1,20.0,0,0.0,0.0,0.0,0,1,24,4,2
2025-01-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,3,0,1
2025-02-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,0
2025-03-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-04-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,12,1,0
2025-05-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,4,0,1
2025-06-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-07-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,0
2025-08-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,1,0
2025-09-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,1,0
2025-10-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-11-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,1,0
2025-12-01,398,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,0,0
2025-01-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,14,0,2
2025-02-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,10,1,1
2025-03-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-04-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,0
2025-05-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,1,1
2025-06-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,4,0,0
2025-07-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,1
2025-08-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-09-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,3,0,1
2025-10-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-11-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,4,1,0
2025-12-01,399,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,2
2025-01-01,400,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,1,1
2025-02-01,400,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,0,0
2025-03-01,400,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,1
2025-04-01,400,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,0
2025-05-01,400,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,1
2025-06-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,15,0,0
2025-07-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,400,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,17,0,0
2025-02-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,27,1,2
2025-03-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,11,0,1
2025-04-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,28,2,1
2025-05-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,23,1,1
2025-06-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,12,2,0
2025-07-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,22,0,2
2025-08-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,12,0,0
2025-09-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,16,1,2
2025-10-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,17,1,1
2025-11-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,21,1,2
2025-12-01,401,2,2,1,1,20.0,0,0.0,0.0,0.0,0,0,12,0,1
2025-01-01,402,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,12,0,1
2025-02-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,6,1,0
2025-03-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-04-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-05-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-06-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,402,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,55,6,5
2025-02-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,46,1,3
2025-03-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,45,2,2
2025-04-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,44,3,2
2025-05-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,41,0,3
2025-06-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,41,3,3
2025-07-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,41,2,1
2025-08-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,42,3,5
2025-09-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,35,4,3
2025-10-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,44,4,1
2025-11-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,40,0,4
2025-12-01,403,3,3,1,1,60.0,0,0.0,0.0,0.0,0,0,41,3,3
2025-01-01,404,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,8,1,0
2025-02-01,404,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,12,1,1
2025-03-01,404,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,4,1,1
2025-04-01,404,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-05-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,5,0,0
2025-06-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,404,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,405,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,2,0,1
2025-02-01,405,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-03-01,405,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,1,0
2025-04-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,6,1,0
2025-05-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-06-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,405,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,406,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,6,0,0
2025-02-01,406,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,3,1,0
2025-03-01,406,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,9,0,1
2025-04-01,406,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-05-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,5,0,0
2025-06-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,406,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,6,0,0
2025-02-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-03-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-04-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-05-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-06-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,407,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2025-01-01,408,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,7,0,0
2025-02-01,408,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,13,0,1
2025-03-01,408,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,11,1,2
2025-04-01,408,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,13,1,1
2025-05-01,408,1,1,1,0,0.0,0,0.0,0.0,0.0,0,0,5,1,0
2025-06-01,408,1,1,0,0,0.0,0,0.0,0.0,0.0,1,0,6,0,0
2025-07-01,408,1,1,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
