user_id,signup_date,acquisition_channel,country,account_type,initial_plan_id,first_project_date,first_deploy_date
458,2024-12-06,Partner,US,Individual,1,2024-12-18,
459,2024-12-07,Organic,US,Individual,1,2024-12-10,
460,2024-12-07,Organic,IN,Individual,1,2024-12-13,
461,2024-12-07,Content,AU,Individual,1,,2024-12-24
462,2024-12-07,Organic,US,Individual,1,,
463,2024-12-07,Paid Search,US,Individual,1,,2025-01-04
464,2024-12-07,Organic,IN,Individual,1,,2024-12-26
465,2024-12-08,Organic,JP,Individual,2,2024-12-16,
466,2024-12-08,Paid Search,US,Individual,1,2024-12-26,2024-12-29
467,2024-12-08,Paid Search,US,Individual,1,,2025-01-04
468,2024-12-08,Organic,IN,Individual,1,2024-12-19,
469,2024-12-08,Paid Search,DE,Individual,1,,
470,2024-12-08,Referral,US,Team,3,,2024-12-21
471,2024-12-08,Paid Search,DE,Team,2,2024-12-15,2024-12-18
472,2024-12-08,Organic,US,Individual,1,2024-12-17,
473,2024-12-08,Paid Search,GB,Individual,1,,2024-12-14
474,2024-12-09,Referral,GB,Team,3,2024-12-12,
475,2024-12-09,Referral,AU,Individual,1,,
476,2024-12-09,Paid Search,CA,Individual,1,,
477,2024-12-10,Organic,US,Individual,1,,2025-01-16
478,2024-12-11,Referral,US,Team,3,,2024-12-16
479,2024-12-11,Referral,AU,Individual,1,2024-12-16,2024-12-21
480,2024-12-11,Organic,US,Individual,1,,2024-12-19
481,2024-12-11,Paid Search,US,Team,3,,
482,2024-12-11,Organic,US,Team,3,,
483,2024-12-11,Referral,IN,Individual,1,2024-12-13,
484,2024-12-11,Organic,CA,Individual,1,2024-12-14,
485,2024-12-12,Paid Search,US,Team,3,2024-12-17,2024-12-26
486,2024-12-12,Content,US,Individual,1,,
487,2024-12-12,Referral,BR,Individual,1,2024-12-18,
488,2024-12-12,Content,GB,Individual,1,,2024-12-19
489,2024-12-12,Content,IN,Team,3,2024-12-18,
490,2024-12-12,Organic,AU,Individual,1,,
491,2024-12-12,Paid Search,AU,Team,1,,
492,2024-12-12,Paid Search,US,Team,3,2024-12-13,2024-12-20
493,2024-12-13,Partner,JP,Individual,1,2024-12-16,
494,2024-12-13,Organic,US,Individual,1,2024-12-16,
495,2024-12-13,Content,US,Individual,1,,
496,2024-12-14,Paid Search,AU,Individual,1,,
497,2024-12-14,Referral,US,Individual,2,2024-12-21,
498,2024-12-14,Organic,US,Team,1,,2025-01-08
499,2024-12-14,Organic,US,Individual,2,,
500,2024-12-14,Referral,DE,Team,3,2024-12-15,2024-12-16
501,2024-12-14,Organic,US,Individual,1,,
502,2024-12-14,Partner,IN,Individual,2,2024-12-28,
503,2024-12-15,Organic,AU,Individual,1,2024-12-21,2024-12-26
504,2024-12-15,Referral,FR,Individual,1,,
505,2024-12-15,Organic,US,Individual,1,,2025-01-05
506,2024-12-15,Paid Search,JP,Individual,2,2024-12-15,
507,2024-12-15,Referral,US,Individual,1,2024-12-21,
508,2024-12-15,Organic,US,Individual,1,,
509,2024-12-15,Organic,US,Individual,1,2024-12-22,
510,2024-12-15,Organic,GB,Individual,1,2024-12-17,
511,2024-12-16,Paid Search,US,Individual,1,2024-12-29,
512,2024-12-16,Paid Search,US,Team,2,2025-01-14,2025-01-19
513,2024-12-16,Referral,US,Individual,1,2025-01-03,2025-01-05
514,2024-12-16,Paid Search,US,Individual,1,2024-12-21,
515,2024-12-16,Paid Search,DE,Individual,1,,2024-12-26
516,2024-12-17,Paid Search,IN,Individual,2,,
517,2024-12-17,Organic,IN,Individual,1,2025-01-05,
518,2024-12-17,Organic,US,Individual,2,2024-12-19,
519,2024-12-17,Content,US,Individual,1,,
520,2024-12-17,Partner,ES,Individual,1,,2025-01-10
521,2024-12-17,Organic,US,Individual,2,2024-12-24,
522,2024-12-17,Paid Search,AU,Individual,1,2024-12-26,
523,2024-12-18,Partner,US,Individual,1,2024-12-20,2024-12-27
524,2024-12-18,Paid Search,JP,Team,3,2024-12-22,2024-12-27
525,2024-12-18,Organic,US,Individual,1,2024-12-30,
526,2024-12-18,Organic,US,Individual,1,2025-01-01,2025-01-16
527,2024-12-19,Paid Search,IN,Individual,1,2024-12-30,2025-01-04
528,2024-12-19,Content,GB,Individual,1,2025-01-07,
529,2024-12-19,Referral,US,Individual,1,,
530,2024-12-19,Organic,GB,Individual,1,,
531,2024-12-19,Organic,IN,Individual,1,,2025-01-06
532,2024-12-20,Referral,US,Individual,1,2024-12-31,2025-01-07
533,2024-12-20,Partner,US,Individual,1,2024-12-20,
534,2024-12-20,Paid Search,CA,Individual,1,,2024-12-26
535,2024-12-20,Referral,US,Individual,1,2024-12-27,
536,2024-12-20,Organic,FR,Individual,1,2024-12-25,2024-12-25
537,2024-12-20,Partner,US,Individual,1,2025-01-02,
538,2024-12-20,Referral,US,Team,3,2024-12-26,2024-12-30
539,2024-12-21,Organic,US,Individual,1,2025-01-07,
540,2024-12-21,Referral,GB,Individual,1,2024-12-30,2024-12-30
541,2024-12-21,Organic,US,Individual,2,2025-01-10,2025-02-05
542,2024-12-21,Organic,US,Team,2,2024-12-24,2024-12-25
543,2024-12-21,Organic,US,Individual,1,2024-12-30,
544,2024-12-21,Organic,JP,Individual,1,2024-12-27,
545,2024-12-21,Organic,US,Individual,1,2024-12-24,
546,2024-12-22,Paid Search,IN,Individual,2,2024-12-25,
547,2024-12-22,Paid Search,US,Individual,2,2025-01-07,
548,2024-12-22,Paid Search,US,Individual,1,2024-12-24,
549,2024-12-23,Organic,CA,Team,3,2025-01-03,2025-01-04
550,2024-12-23,Organic,CA,Individual,2,2025-01-16,
551,2024-12-23,Paid Search,JP,Individual,2,2025-01-05,
552,2024-12-23,Paid Search,JP,Team,3,2024-12-25,2024-12-27
553,2024-12-23,Organic,IN,Individual,1,2024-12-27,
554,2024-12-23,Partner,DE,Individual,1,,
555,2024-12-23,Referral,CA,Individual,2,2024-12-28,
556,2024-12-23,Partner,US,Individual,1,2024-12-30,
557,2024-12-23,Paid Search,JP,Individual,1,,2025-01-04
558,2024-12-23,Organic,DE,Team,2,2024-12-24,2024-12-28
559,2024-12-24,Referral,GB,Individual,1,2024-12-27,2024-12-28
560,2024-12-24,Organic,US,Individual,1,2025-01-08,
561,2024-12-24,Paid Search,US,Individual,2,2024-12-24,2024-12-30
562,2024-12-24,Organic,JP,Team,1,,2025-01-06
563,2024-12-25,Partner,US,Team,3,2024-12-27,2024-12-30
564,2024-12-25,Organic,US,Team,1,2024-12-28,
565,2024-12-25,Content,US,Individual,1,2024-12-28,
566,2024-12-25,Partner,BR,Individual,1,2024-12-26,
567,2024-12-25,Paid Search,US,Individual,1,2024-12-30,
568,2024-12-25,Referral,BR,Individual,1,2024-12-29,
569,2024-12-25,Paid Search,US,Individual,1,,
570,2024-12-25,Partner,AU,Individual,1,2025-01-02,
571,2024-12-26,Paid Search,IN,Individual,1,,2025-01-07
572,2024-12-26,Referral,US,Individual,2,2024-12-27,
573,2024-12-26,Paid Search,GB,Individual,2,2025-01-13,
574,2024-12-26,Content,US,Individual,1,2025-01-02,2025-01-20
575,2024-12-27,Paid Search,US,Individual,1,2024-12-31,
576,2024-12-27,Paid Search,BR,Individual,2,,2025-01-11
577,2024-12-27,Referral,US,Individual,1,2025-01-03,
578,2024-12-28,Partner,US,Team,3,2025-01-06,2025-01-09
579,2024-12-28,Paid Search,US,Individual,2,2025-01-05,2025-01-21
580,2024-12-28,Organic,US,Individual,1,,
581,2024-12-28,Paid Search,AU,Individual,1,2025-01-03,2025-01-04
582,2024-12-28,Content,US,Team,3,2024-12-29,2025-01-11
583,2024-12-28,Referral,JP,Individual,1,2025-01-13,
584,2024-12-28,Partner,JP,Individual,1,,2025-01-18
585,2024-12-28,Organic,US,Individual,1,2025-01-05,
586,2024-12-29,Paid Search,US,Individual,1,2025-01-02,
587,2024-12-29,Referral,BR,Individual,1,2024-12-31,
588,2024-12-29,Partner,US,Individual,1,,
589,2024-12-29,Organic,US,Team,3,2025-01-18,2025-01-22
590,2024-12-29,Partner,US,Individual,1,2024-12-31,
591,2024-12-29,Paid Search,DE,Team,3,2025-01-04,2025-01-11
592,2024-12-29,Organic,IN,Individual,1,,
593,2024-12-29,Organic,US,Individual,1,2025-01-11,
594,2024-12-29,Organic,US,Team,1,2025-01-02,2025-01-04
595,2024-12-30,Paid Search,JP,Individual,2,,
596,2024-12-31,Organic,IN,Individual,2,2025-01-06,2025-01-11
597,2024-12-31,Organic,GB,Individual,1,2025-01-08,2025-01-17
598,2024-12-31,Partner,IN,Individual,1,,
599,2024-12-31,Organic,US,Individual,1,2025-01-11,
600,2024-12-31,Organic,IN,Individual,1,2025-01-01,
601,2024-12-31,Paid Search,US,Individual,1,,
602,2024-12-31,Paid Search,US,Individual,1,2025-01-14,2025-01-16
603,2024-12-31,Referral,IN,Individual,2,2025-01-02,
604,2024-12-31,Paid Search,US,Individual,1,2025-01-04,
605,2024-12-31,Referral,ES,Individual,1,,
606,2024-12-31,Paid Search,US,Individual,1,,2025-01-27
607,2025-01-01,Organic,JP,Individual,1,,
608,2025-01-01,Organic,JP,Individual,1,2025-01-10,
609,2025-01-01,Paid Search,US,Team,2,2025-01-13,
610,2025-01-01,Paid Search,IN,Individual,1,2025-01-07,2025-01-07
611,2025-01-01,Referral,US,Individual,1,2025-01-05,
612,2025-01-01,Paid Search,AU,Individual,1,,2025-02-23
613,2025-01-02,Paid Search,CA,Individual,1,2025-01-08,
614,2025-01-02,Organic,IN,Individual,1,,
615,2025-01-02,Organic,CA,Team,2,,2025-01-29
616,2025-01-03,Paid Search,US,Individual,2,2025-01-12,2025-01-23
617,2025-01-03,Paid Search,US,Team,1,2025-01-15,
618,2025-01-03,Paid Search,US,Team,1,2025-01-08,2025-01-20
619,2025-01-03,Organic,IN,Team,3,2025-01-10,
620,2025-01-03,Referral,DE,Team,2,2025-01-18,2025-01-27
621,2025-01-03,Partner,FR,Individual,1,,
622,2025-01-03,Organic,US,Individual,1,2025-01-05,
623,2025-01-03,Paid Search,CA,Individual,1,2025-01-03,
624,2025-01-03,Content,US,Individual,1,2025-01-07,
625,2025-01-04,Organic,IN,Individual,2,2025-01-11,2025-01-16
626,2025-01-04,Paid Search,ES,Individual,1,,
627,2025-01-04,Organic,US,Individual,2,,
628,2025-01-04,Paid Search,US,Individual,1,2025-01-16,
629,2025-01-04,Organic,US,Individual,1,2025-01-18,
630,2025-01-04,Content,FR,Individual,2,2025-01-18,2025-01-23
631,2025-01-04,Referral,DE,Individual,1,2025-01-07,2025-01-12
632,2025-01-04,Referral,IN,Team,3,2025-01-06,2025-01-25
633,2025-01-04,Referral,US,Individual,1,2025-01-18,
634,2025-01-05,Paid Search,IN,Individual,1,2025-01-24,
635,2025-01-05,Paid Search,FR,Individual,1,,
636,2025-01-05,Partner,US,Individual,1,,
637,2025-01-05,Content,GB,Individual,2,2025-01-17,
638,2025-01-05,Paid Search,US,Individual,1,,2025-01-26
639,2025-01-06,Content,CA,Individual,2,,
640,2025-01-06,Paid Search,AU,Individual,2,,
641,2025-01-06,Paid Search,US,Individual,1,2025-01-10,2025-01-18
642,2025-01-06,Paid Search,BR,Individual,1,2025-01-23,2025-01-24
643,2025-01-06,Organic,DE,Individual,2,2025-01-16,
644,2025-01-06,Organic,US,Individual,2,2025-01-14,2025-01-15
645,2025-01-06,Organic,GB,Individual,1,2025-01-10,
646,2025-01-06,Paid Search,CA,Team,2,2025-01-21,2025-01-28
647,2025-01-06,Organic,US,Individual,1,2025-01-07,
648,2025-01-07,Paid Search,US,Individual,1,,2025-01-26
649,2025-01-07,Content,US,Individual,1,2025-01-07,
650,2025-01-07,Organic,US,Individual,1,2025-01-10,
651,2025-01-07,Paid Search,US,Individual,1,2025-01-14,2025-01-20
652,2025-01-07,Organic,US,Individual,1,2025-01-11,
653,2025-01-07,Organic,US,Team,2,2025-01-19,
654,2025-01-07,Referral,JP,Individual,1,2025-01-19,2025-01-26
655,2025-01-07,Paid Search,US,Individual,1,2025-01-22,2025-01-23
656,2025-01-07,Referral,IN,Individual,1,,
657,2025-01-07,Organic,GB,Individual,1,,2025-01-15
658,2025-01-07,Paid Search,IN,Individual,1,,
659,2025-01-07,Organic,US,Individual,1,2025-01-13,
660,2025-01-08,Organic,JP,Team,3,2025-01-15,2025-01-20
661,2025-01-08,Organic,GB,Individual,1,2025-01-24,
662,2025-01-08,Organic,BR,Individual,1,,
663,2025-01-08,Organic,US,Team,3,2025-01-17,
664,2025-01-08,Organic,US,Individual,2,2025-01-20,
665,2025-01-08,Content,FR,Team,1,2025-01-11,2025-01-21
666,2025-01-09,Organic,US,Individual,1,,
667,2025-01-09,Organic,CA,Team,3,2025-01-19,2025-01-26
668,2025-01-09,Organic,US,Individual,1,2025-01-14,
669,2025-01-09,Paid Search,DE,Team,1,2025-01-10,
670,2025-01-09,Organic,ES,Team,3,2025-01-11,
671,2025-01-09,Partner,CA,Individual,1,,
672,2025-01-09,Content,IN,Team,3,2025-01-11,
673,2025-01-09,Organic,CA,Individual,1,,
674,2025-01-09,Paid Search,CA,Individual,1,2025-01-12,
675,2025-01-09,Organic,JP,Individual,2,2025-01-14,2025-01-23
676,2025-01-10,Referral,AU,Individual,1,,2025-01-16
677,2025-01-10,Paid Search,IN,Individual,2,2025-01-13,2025-01-19
678,2025-01-10,Organic,US,Individual,1,2025-02-10,2025-02-25
679,2025-01-10,Organic,GB,Individual,1,2025-01-31,
680,2025-01-10,Referral,US,Team,1,2025-01-13,
681,2025-01-10,Paid Search,US,Team,3,2025-01-16,2025-01-24
682,2025-01-10,Organic,CA,Individual,1,,
683,2025-01-11,Referral,BR,Individual,1,2025-01-19,
684,2025-01-11,Paid Search,AU,Individual,1,,
685,2025-01-11,Partner,US,Individual,1,2025-01-12,2025-01-21
686,2025-01-11,Organic,US,Individual,1,2025-01-19,
687,2025-01-11,Referral,BR,Individual,1,2025-01-18,
688,2025-01-11,Referral,US,Individual,1,,
689,2025-01-11,Organic,DE,Team,1,2025-01-21,
690,2025-01-12,Referral,US,Individual,1,,2025-01-27
691,2025-01-12,Paid Search,US,Individual,1,2025-01-19,
692,2025-01-12,Content,ES,Individual,1,,
693,2025-01-12,Organic,US,Individual,1,2025-01-19,
694,2025-01-12,Referral,US,Individual,1,,
695,2025-01-12,Paid Search,US,Individual,1,,
696,2025-01-12,Content,AU,Individual,2,2025-01-17,
697,2025-01-12,Organic,BR,Individual,2,2025-01-17,2025-01-20
698,2025-01-12,Content,US,Team,3,2025-01-21,2025-01-24
699,2025-01-13,Content,US,Team,1,2025-01-28,2025-01-31
700,2025-01-13,Organic,DE,Individual,1,2025-02-02,
701,2025-01-13,Partner,US,Individual,1,,
702,2025-01-13,Content,FR,Individual,1,2025-01-23,
703,2025-01-14,Organic,US,Individual,1,,
704,2025-01-14,Paid Search,US,Individual,1,2025-01-16,
705,2025-01-14,Paid Search,FR,Individual,2,,
706,2025-01-14,Organic,US,Individual,2,2025-01-18,
707,2025-01-14,Organic,BR,Individual,1,2025-01-16,
708,2025-01-14,Organic,US,Individual,1,2025-01-27,
709,2025-01-14,Organic,US,Team,2,,
710,2025-01-15,Paid Search,ES,Team,1,,
711,2025-01-15,Organic,US,Individual,1,2025-01-16,2025-01-19
712,2025-01-15,Partner,IN,Individual,1,,
713,2025-01-15,Referral,US,Team,2,2025-01-25,
714,2025-01-15,Organic,DE,Individual,1,2025-01-24,2025-01-27
715,2025-01-16,Referral,IN,Team,3,2025-01-17,2025-01-19
716,2025-01-16,Referral,US,Individual,1,2025-02-01,2025-02-03
717,2025-01-16,Content,BR,Team,2,2025-01-23,2025-01-25
718,2025-01-16,Organic,DE,Individual,2,2025-01-21,
719,2025-01-16,Organic,US,Team,2,,
720,2025-01-16,Content,GB,Team,2,2025-01-19,2025-01-24
721,2025-01-16,Content,GB,Individual,1,,
722,2025-01-16,Referral,US,Individual,1,2025-01-22,
723,2025-01-17,Referral,US,Team,3,,2025-01-28
724,2025-01-17,Organic,US,Individual,1,2025-02-03,
725,2025-01-17,Paid Search,US,Team,3,2025-01-27,2025-02-06
726,2025-01-17,Organic,IN,Individual,1,,2025-01-24
727,2025-01-18,Organic,CA,Individual,2,2025-01-26,2025-01-27
728,2025-01-18,Partner,JP,Individual,1,,2025-02-12
729,2025-01-18,Organic,US,Individual,1,2025-01-27,
730,2025-01-19,Paid Search,US,Team,3,2025-01-20,2025-01-21
731,2025-01-19,Content,IN,Individual,1,2025-01-22,2025-01-25
732,2025-01-19,Organic,GB,Individual,1,2025-01-20,2025-02-09
733,2025-01-19,Content,GB,Individual,1,,
734,2025-01-19,Content,US,Individual,1,2025-01-25,2025-01-30
735,2025-01-19,Paid Search,US,Team,3,2025-02-01,2025-02-04
736,2025-01-19,Organic,US,Team,3,2025-02-06,
737,2025-01-19,Organic,ES,Individual,1,2025-01-28,2025-01-31
738,2025-01-19,Paid Search,US,Team,3,2025-01-25,
739,2025-01-19,Organic,AU,Team,1,2025-02-06,
740,2025-01-20,Organic,FR,Individual,1,2025-01-25,
741,2025-01-20,Content,US,Team,2,2025-01-27,
742,2025-01-20,Organic,GB,Individual,1,2025-01-30,
743,2025-01-20,Referral,BR,Individual,1,2025-02-01,2025-02-11
744,2025-01-20,Organic,AU,Team,3,2025-02-09,2025-02-12
745,2025-01-21,Paid Search,US,Individual,1,,
746,2025-01-21,Content,US,Team,2,2025-01-24,2025-01-25
747,2025-01-21,Organic,US,Team,2,2025-01-22,2025-01-28
748,2025-01-21,Organic,US,Individual,1,,
749,2025-01-21,Referral,DE,Team,3,,2025-01-28
750,2025-01-21,Referral,BR,Individual,2,2025-02-01,2025-02-04
751,2025-01-21,Referral,US,Individual,1,2025-02-02,
752,2025-01-21,Organic,IN,Individual,1,2025-02-01,
753,2025-01-21,Organic,DE,Team,3,2025-01-24,
754,2025-01-21,Content,US,Individual,2,,
755,2025-01-22,Content,US,Individual,1,2025-02-02,
756,2025-01-22,Paid Search,IN,Individual,1,2025-02-04,
757,2025-01-22,Partner,BR,Individual,1,,
758,2025-01-22,Paid Search,FR,Individual,2,2025-02-02,2025-02-02
759,2025-01-22,Paid Search,US,Individual,1,2025-01-27,2025-02-01
760,2025-01-22,Organic,US,Individual,1,2025-02-02,
761,2025-01-23,Paid Search,US,Individual,1,2025-01-28,2025-02-01
762,2025-01-23,Paid Search,GB,Team,3,2025-01-27,2025-02-01
763,2025-01-23,Organic,IN,Individual,1,2025-02-03,
764,2025-01-23,Paid Search,US,Individual,1,,2025-02-01
765,2025-01-23,Referral,BR,Team,1,,2025-02-06
766,2025-01-24,Referral,GB,Individual,1,,
767,2025-01-24,Referral,FR,Team,2,2025-01-27,2025-02-03
768,2025-01-24,Content,ES,Individual,1,2025-01-25,
769,2025-01-24,Organic,US,Team,1,2025-01-27,
770,2025-01-24,Paid Search,AU,Individual,1,2025-02-07,
771,2025-01-24,Referral,US,Individual,1,,
772,2025-01-25,Paid Search,US,Individual,1,2025-02-06,2025-02-11
773,2025-01-25,Organic,BR,Team,1,2025-02-11,
774,2025-01-25,Organic,AU,Individual,1,,2025-03-08
775,2025-01-25,Content,CA,Individual,2,2025-01-30,2025-02-01
776,2025-01-25,Paid Search,DE,Team,3,2025-02-03,2025-02-20
777,2025-01-25,Partner,IN,Team,2,2025-02-03,
778,2025-01-25,Paid Search,BR,Individual,1,2025-02-17,
779,2025-01-25,Referral,US,Team,3,2025-02-09,
780,2025-01-25,Partner,IN,Team,3,,
781,2025-01-25,Referral,CA,Individual,2,2025-01-27,
782,2025-01-25,Paid Search,CA,Individual,1,,
783,2025-01-26,Paid Search,US,Individual,1,2025-02-14,
784,2025-01-26,Partner,CA,Individual,1,2025-02-13,
785,2025-01-26,Organic,JP,Individual,1,2025-02-02,
786,2025-01-26,Paid Search,GB,Individual,1,2025-02-02,2025-02-12
787,2025-01-26,Organic,JP,Individual,1,,
788,2025-01-26,Content,US,Individual,1,2025-01-28,
789,2025-01-26,Organic,IN,Individual,1,2025-01-30,
790,2025-01-26,Referral,IN,Team,3,2025-02-05,
791,2025-01-26,Paid Search,FR,Team,3,2025-02-12,
792,2025-01-27,Paid Search,DE,Individual,2,,
793,2025-01-27,Referral,GB,Team,3,2025-02-13,2025-02-17
794,2025-01-27,Organic,BR,Individual,1,,
795,2025-01-27,Paid Search,BR,Individual,1,2025-02-04,2025-02-07
796,2025-01-27,Referral,US,Individual,1,2025-02-12,
797,2025-01-27,Partner,BR,Individual,1,2025-01-28,
798,2025-01-27,Organic,US,Team,2,2025-02-02,
799,2025-01-28,Content,US,Individual,2,2025-02-03,2025-02-06
800,2025-01-28,Referral,BR,Individual,1,2025-02-03,
801,2025-01-28,Content,US,Individual,1,2025-02-03,
802,2025-01-28,Paid Search,IN,Individual,2,2025-02-01,2025-02-08
803,2025-01-28,Paid Search,US,Individual,1,2025-02-04,
804,2025-01-28,Content,US,Individual,1,,
805,2025-01-28,Content,CA,Individual,1,2025-02-08,
806,2025-01-29,Paid Search,US,Team,3,2025-02-21,2025-02-23
807,2025-01-29,Organic,IN,Team,3,2025-02-22,2025-02-25
808,2025-01-29,Paid Search,US,Individual,2,2025-02-09,
809,2025-01-29,Paid Search,US,Team,1,,2025-02-13
810,2025-01-29,Organic,US,Individual,2,2025-02-13,
811,2025-01-29,Organic,US,Individual,1,2025-02-06,2025-02-10
812,2025-01-30,Partner,IN,Individual,1,,
813,2025-01-30,Organic,US,Individual,1,,2025-03-02
814,2025-01-30,Referral,DE,Team,3,2025-03-07,
815,2025-01-30,Organic,AU,Individual,2,2025-02-19,2025-03-06
816,2025-01-30,Organic,FR,Individual,2,2025-02-17,2025-02-22
817,2025-01-30,Organic,IN,Individual,1,,2025-02-20
818,2025-01-30,Organic,US,Individual,1,2025-02-04,
819,2025-01-30,Referral,US,Team,2,2025-02-10,
820,2025-01-30,Content,AU,Individual,2,,
821,2025-01-31,Organic,IN,Individual,1,2025-02-16,
822,2025-01-31,Paid Search,DE,Individual,1,,2025-02-13
823,2025-01-31,Paid Search,FR,Individual,1,2025-02-08,2025-02-09
824,2025-01-31,Partner,US,Individual,1,,2025-02-12
825,2025-02-01,Referral,US,Individual,1,2025-02-11,
826,2025-02-01,Paid Search,IN,Individual,2,2025-03-02,2025-03-05
827,2025-02-01,Referral,FR,Individual,1,2025-02-05,2025-02-21
828,2025-02-01,Partner,CA,Team,2,2025-02-13,2025-02-19
829,2025-02-01,Organic,AU,Team,3,2025-02-06,2025-02-08
830,2025-02-02,Paid Search,US,Individual,1,2025-02-07,
831,2025-02-02,Content,US,Individual,2,2025-02-05,
832,2025-02-02,Referral,AU,Individual,1,,2025-02-11
833,2025-02-02,Paid Search,IN,Team,2,2025-02-17,
834,2025-02-02,Paid Search,GB,Individual,1,2025-02-06,
835,2025-02-03,Organic,US,Individual,1,,
836,2025-02-03,Paid Search,US,Individual,1,2025-02-18,
837,2025-02-03,Referral,FR,Individual,1,2025-02-06,2025-02-09
838,2025-02-03,Paid Search,US,Individual,1,2025-02-08,
839,2025-02-03,Referral,BR,Individual,1,2025-02-20,2025-02-22
840,2025-02-03,Partner,JP,Individual,1,2025-02-16,
841,2025-02-03,Organic,IN,Individual,1,2025-02-06,
842,2025-02-03,Paid Search,US,Individual,1,2025-02-13,2025-02-15
843,2025-02-04,Paid Search,IN,Individual,1,2025-02-10,2025-02-14
844,2025-02-04,Referral,US,Individual,2,2025-02-08,2025-02-15
845,2025-02-04,Organic,US,Individual,2,2025-02-12,2025-02-14
846,2025-02-04,Referral,US,Individual,1,,2025-02-06
847,2025-02-04,Partner,US,Individual,1,2025-02-14,2025-02-23
848,2025-02-05,Paid Search,AU,Team,1,2025-02-05,
849,2025-02-05,Content,US,Individual,1,,
850,2025-02-05,Content,US,Individual,2,2025-02-09,2025-02-14
851,2025-02-05,Organic,ES,Individual,1,2025-02-12,
852,2025-02-05,Organic,US,Individual,1,2025-02-08,2025-02-11
853,2025-02-05,Content,IN,Individual,2,2025-02-05,
854,2025-02-05,Content,US,Individual,2,,2025-02-19
855,2025-02-05,Organic,US,Individual,1,2025-02-14,2025-02-18
856,2025-02-06,Organic,AU,Team,3,2025-02-22,2025-03-07
857,2025-02-06,Organic,US,Individual,1,2025-02-13,
858,2025-02-06,Content,GB,Team,1,2025-02-15,
859,2025-02-06,Organic,US,Team,3,2025-02-09,2025-02-17
860,2025-02-06,Paid Search,US,Individual,2,2025-02-11,2025-02-27
861,2025-02-06,Partner,US,Team,3,2025-02-07,2025-02-10
862,2025-02-07,Organic,US,Individual,1,2025-02-09,2025-02-14
863,2025-02-07,Paid Search,US,Team,3,2025-02-17,2025-02-21
864,2025-02-07,Organic,IN,Individual,1,,
865,2025-02-07,Partner,CA,Individual,1,2025-02-11,
866,2025-02-07,Organic,US,Individual,1,,
867,2025-02-07,Referral,US,Individual,1,2025-02-08,
868,2025-02-07,Referral,JP,Individual,1,2025-02-24,
869,2025-02-07,Organic,AU,Individual,1,2025-02-08,
870,2025-02-07,Organic,IN,Individual,1,2025-02-11,
871,2025-02-07,Paid Search,AU,Individual,1,,2025-02-20
872,2025-02-07,Organic,US,Individual,1,,
873,2025-02-07,Partner,US,Individual,1,2025-02-09,
874,2025-02-07,Partner,DE,Team,3,2025-02-12,2025-02-17
875,2025-02-08,Paid Search,DE,Team,3,2025-02-09,2025-02-15
876,2025-02-08,Paid Search,CA,Team,1,,
877,2025-02-08,Paid Search,US,Individual,1,2025-02-11,
878,2025-02-08,Partner,ES,Individual,1,2025-02-19,
879,2025-02-08,Paid Search,BR,Individual,2,2025-02-12,
880,2025-02-08,Organic,US,Team,2,2025-02-20,2025-02-27
881,2025-02-08,Organic,IN,Individual,1,,
882,2025-02-08,Paid Search,US,Individual,1,2025-02-17,2025-02-21
883,2025-02-08,Paid Search,US,Individual,1,,
884,2025-02-09,Paid Search,US,Team,1,,2025-03-01
885,2025-02-09,Organic,US,Individual,1,2025-02-10,
886,2025-02-09,Referral,US,Individual,1,,
887,2025-02-09,Organic,IN,Individual,1,2025-02-14,
888,2025-02-09,Organic,US,Individual,1,,
889,2025-02-10,Paid Search,GB,Individual,1,2025-02-12,
890,2025-02-10,Organic,US,Individual,1,2025-02-22,
891,2025-02-10,Paid Search,US,Individual,1,,
892,2025-02-10,Organic,AU,Team,1,,
893,2025-02-10,Paid Search,DE,Individual,1,2025-02-19,2025-02-28
894,2025-02-10,Paid Search,JP,Team,3,,2025-03-03
895,2025-02-10,Organic,ES,Team,3,2025-02-15,2025-02-24
896,2025-02-10,Organic,US,Individual,2,,
897,2025-02-10,Content,US,Individual,1,,
898,2025-02-10,Paid Search,BR,Individual,1,,2025-03-16
899,2025-02-11,Paid Search,ES,Team,1,,
900,2025-02-11,Organic,DE,Individual,2,,2025-03-05
901,2025-02-11,Paid Search,IN,Individual,1,,2025-03-20
902,2025-02-11,Paid Search,IN,Individual,1,2025-02-12,2025-02-15
903,2025-02-11,Paid Search,US,Individual,1,2025-02-16,
904,2025-02-11,Referral,GB,Individual,1,2025-02-14,2025-02-15
905,2025-02-11,Organic,BR,Individual,2,2025-02-18,2025-02-20
906,2025-02-11,Organic,FR,Individual,1,2025-02-12,2025-02-12
907,2025-02-12,Partner,US,Individual,1,2025-02-19,
908,2025-02-12,Content,US,Individual,2,,
909,2025-02-12,Organic,US,Individual,1,,
910,2025-02-13,Paid Search,US,Individual,1,2025-02-15,
911,2025-02-13,Organic,AU,Individual,1,2025-02-17,
912,2025-02-13,Organic,US,Team,3,2025-02-20,
913,2025-02-13,Organic,US,Individual,1,,
914,2025-02-13,Organic,US,Individual,1,2025-02-14,2025-02-15
915,2025-02-13,Referral,DE,Individual,1,2025-02-15,
916,2025-02-13,Paid Search,GB,Individual,1,,
917,2025-02-13,Organic,US,Individual,1,2025-02-27,2025-03-13
